    NFFT     Time        rms      MHz   MFlops  iters  tplan
   22680  0.0006210  0.00000031  36.52  2642.0    8051   0.1
   23040  0.0004213  0.00000028  54.69  3963.0   11869   0.1
   23328  0.0005473  0.00000031  42.62  3092.1    9135   0.1
   23520  0.0005104  0.00000029  46.09  3346.1    9797   0.0
   23625  0.0011030  0.00000020  21.42  1555.8    4533   0.0
   23814  0.0007635  0.00000031  31.19  2267.6    6549   0.0
   24000  0.0004985  0.00000029  48.14  3502.7   10030   0.1
   24010  0.0005144  0.00000030  46.68  3396.0    9720   0.1
   24192  0.0004989  0.00000029  48.50  3531.0   10023   0.1
   24300  0.0007742  0.00000028  31.39  2286.3    6458   0.0
   24500  0.0007221  0.00000028  33.93  2473.4    6924   0.0
   24576  0.0004608  0.00000028  53.33  3889.1   10850   0.0
   24696  0.0006932  0.00000031  35.63  2599.3    7213   0.0
   25000  0.0006889  0.00000032  36.29  2650.9    7258   0.0
   25088  0.0005925  0.00000030  42.34  3094.2    8439   0.0
   25200  0.0006510  0.00000029  38.71  2829.7    7680   0.1
   25515  0.0012960  0.00000022  19.69  1441.0    3858   0.0
   25600  0.0004787  0.00000028  53.48  3915.6   10445   0.1
   25725  0.0013441  0.00000020  19.14  1402.0    3720   0.0
   25920  0.0006472  0.00000029  40.05  2935.8    7725   0.1
   26244  0.0008798  0.00000033  29.83  2189.4    5683   0.0
   26250  0.0008887  0.00000029  29.54  2168.0    5626   0.0
   26460  0.0008240  0.00000029  32.11  2358.9    6068   0.0
   26880  0.0005164  0.00000029  52.06  3829.8    9683   0.1
   27000  0.0006492  0.00000030  41.59  3061.2    7702   0.1
   27216  0.0007853  0.00000032  34.66  2552.9    6367   0.1
   27440  0.0007086  0.00000030  38.72  2854.7    7056   0.0
   27648  0.0006702  0.00000028  41.26  3043.7    7461   0.1
   27783  0.0015337  0.00000024  18.11  1337.0    3260   0.0
   28000  0.0006075  0.00000030  46.09  3404.3    8230   0.0
   28125  0.0012990  0.00000022  21.65  1599.9    3849   0.0
   28224  0.0005987  0.00000030  47.15  3485.1    8352   0.1
   28350  0.0008318  0.00000029  34.08  2520.6    6011   0.0
   28672  0.0006654  0.00000030  43.09  3190.1    7514   0.0
   28800  0.0007367  0.00000029  39.09  2895.6    6787   0.1
   28812  0.0016287  0.00000022  17.69  1310.4    3070   0.0
   29160  0.0009764  0.00000032  29.87  2214.8    5121   0.1
   29400  0.0008798  0.00000031  33.42  2480.1    5683   0.0
   30000  0.0007664  0.00000031  39.14  2910.9    6524   0.0
   30240  0.0006426  0.00000030  47.06  3502.2    7781   0.1
   30375  0.0013189  0.00000020  23.03  1714.7    3791   0.0
   30618  0.0010489  0.00000033  29.19  2175.0    4767   0.0
   30625  0.0016113  0.00000021  19.01  1416.2    3103   0.0
   30720  0.0007343  0.00000028  41.83  3118.1    6809   0.1
   30870  0.0009430  0.00000029  32.73  2441.0    5302   0.0
   31104  0.0008159  0.00000030  38.12  2844.7    6128   0.1
   31250  0.0011114  0.00000031  28.12  2099.3    4499   0.0
   31360  0.0008001  0.00000029  39.19  2927.1    6249   0.0
   31500  0.0008381  0.00000029  37.59  2808.2    5966   0.0
   31752  0.0010593  0.00000033  29.97  2241.2    4720   0.0
   32000  0.0008046  0.00000030  39.77  2975.9    6214   0.0
   32256  0.0008121  0.00000029  39.72  2974.5    6157   0.1
   32400  0.0008281  0.00000029  39.13  2931.3    6038   0.1
   32768  0.0007732  0.00000029  42.38  3178.7    6467   0.0
   32805  0.0015305  0.00000024  21.43  1607.8    3267   0.0
   32928  0.0008331  0.00000031  39.53  2965.9    6002   0.0
   33075  0.0016739  0.00000021  19.76  1483.3    2987   0.0
   33600  0.0008495  0.00000029  39.55  2973.7    5886   0.1
   33614  0.0008898  0.00000030  37.78  2840.1    5619   0.0
   33750  0.0010598  0.00000030  31.85  2395.3    4718   0.0
   34020  0.0010389  0.00000029  32.75  2464.9    4813   0.0
   34300  0.0010916  0.00000028  31.42  2367.0    4584   0.0
   34560  0.0008384  0.00000028  41.22  3107.6    5964   0.1
   34992  0.0010432  0.00000034  33.54  2531.6    4793   0.1
   35000  0.0010816  0.00000031  32.36  2442.3    4630   0.0
   35280  0.0008968  0.00000030  39.34  2971.4    5584   0.1
   35721  0.0019615  0.00000026  18.21  1377.1    2553   0.0
   35840  0.0009223  0.00000029  38.86  2939.4    5421   0.1
   36000  0.0009244  0.00000030  38.94  2947.2    5413   0.1
   36015  0.0018748  0.00000020  19.21  1453.9    2667   0.1
   36288  0.0009638  0.00000031  37.65  2851.6    5192   0.1
   36450  0.0011163  0.00000030  32.65  2474.0    4479   0.0
   36750  0.0012352  0.00000029  29.75  2256.0    4051   0.0
   36864  0.0008856  0.00000029  41.63  3157.4    5646   0.1
   37044  0.0009972  0.00000031  37.15  2818.9    5014   0.0
   37500  0.0010960  0.00000030  34.22  2599.4    4562   0.0
   37632  0.0009541  0.00000030  39.44  2997.7    5249   0.1
   37800  0.0011325  0.00000030  33.38  2537.7    4415   0.1
   38400  0.0009429  0.00000029  40.73  3101.0    5307   0.1
   38416  0.0011698  0.00000032  32.84  2500.7    4281   0.0
   38880  0.0010404  0.00000030  37.37  2849.0    4806   0.1
   39200  0.0010168  0.00000030  38.55  2941.2    4925   0.0
   39366  0.0016252  0.00000034  24.22  1848.8    3079   0.0
   39375  0.0019142  0.00000021  20.57  1570.0    2612   0.0
   39690  0.0014152  0.00000031  28.04  2142.1    3533   0.0
   40000  0.0010433  0.00000031  38.34  2930.5    4796   0.0
   40320  0.0010277  0.00000029  39.23  3001.2    4869   0.1
   40500  0.0012463  0.00000029  32.50  2486.9    4015   0.1
   40824  0.0014432  0.00000034  28.29  2166.4    3470   0.0
   40960  0.0011654  0.00000029  35.15  2692.5    4297   0.0
   41160  0.0013354  0.00000031  30.82  2362.3    3750   0.0
   41472  0.0010252  0.00000029  40.45  3102.6    4877   0.2
   42000  0.0010832  0.00000031  38.77  2977.5    4616   0.1
   42336  0.0011563  0.00000032  36.61  2813.6    4324   0.1
   42525  0.0020333  0.00000021  20.91  1607.9    2459   0.0
   42875  0.0026028  0.00000020  16.47  1267.4    1921   0.0
   43008  0.0010410  0.00000030  41.32  3179.7    4807   0.1
   43200  0.0011353  0.00000029  38.05  2929.7    4404   0.2
   43218  0.0014055  0.00000030  30.75  2367.6    3563   0.0
   43740  0.0012444  0.00000031  35.15  2709.4    4018   0.0
   43750  0.0015738  0.00000030  27.80  2142.9    3177   0.0
   43904  0.0011157  0.00000031  39.35  3034.4    4485   0.0
   44100  0.0011872  0.00000030  37.15  2865.6    4215   0.0
   44800  0.0011518  0.00000030  38.90  3005.1    4348   0.1
   45000  0.0013660  0.00000032  32.94  2546.1    3666   0.1
   45360  0.0012385  0.00000031  36.62  2832.7    4037   0.1
   45927  0.0027248  0.00000028  16.86  1305.2    1835   0.0
   46080  0.0008662  0.00000029  53.20  4120.8    5777   0.2
   46305  0.0025569  0.00000021  18.11  1403.4    1957   0.0
   46656  0.0011044  0.00000032  42.25  3276.2    4531   0.1
   46875  0.0026137  0.00000024  17.93  1391.4    1916   0.0
   47040  0.0010208  0.00000030  46.08  3576.3    4902   0.1
   47250  0.0017082  0.00000030  27.66  2147.5    2927   0.0
   47628  0.0016238  0.00000032  29.33  2279.0    3084   0.0
   48000  0.0012318  0.00000030  38.97  3029.8    4059   0.1
   48020  0.0028891  0.00000021  16.62  1292.4    1732   0.0
   48384  0.0012116  0.00000030  39.93  3107.3    4130   0.1
   48600  0.0015216  0.00000031  31.94  2486.3    3286   0.1
   49000  0.0015031  0.00000031  32.60  2539.5    3329   0.0
   49152  0.0012307  0.00000030  39.94  3112.3    4066   0.1
   49392  0.0013549  0.00000032  36.45  2841.9    3696   0.0
   50000  0.0014265  0.00000034  35.05  2735.6    3505   0.0
   50176  0.0012880  0.00000031  38.96  3041.5    3882   0.0
   50400  0.0012794  0.00000030  39.39  3076.7    3911   0.2
   50421  0.0029360  0.00000022  17.17  1341.4    1703   0.1
   50625  0.0025445  0.00000021  19.90  1554.6    1965   0.0
   51030  0.0016756  0.00000032  30.45  2381.4    2984   0.0
   51200  0.0013245  0.00000029  38.66  3023.7    3778   0.1
   51450  0.0018038  0.00000028  28.52  2232.1    2772   0.0
   51840  0.0013362  0.00000029  38.80  3038.2    3742   0.2
   52488  0.0019562  0.00000035  26.83  2103.6    2556   0.1
   52500  0.0015499  0.00000029  33.87  2655.6    3231   0.0
   52920  0.0015397  0.00000032  34.37  2696.7    3250   0.1
   53760  0.0014634  0.00000029  36.74  2886.4    3422   0.1
   54000  0.0014017  0.00000031  38.53  3028.3    3570   0.1
   54432  0.0015610  0.00000033  34.87  2742.8    3208   0.1
   54675  0.0027917  0.00000023  19.58  1541.2    1791   0.0
   54880  0.0014944  0.00000031  36.72  2890.8    3351   0.0
   55125  0.0028399  0.00000020  19.41  1528.6    1762   0.0
   55296  0.0014184  0.00000029  38.98  3070.9    3525   0.1
   55566  0.0020964  0.00000033  26.50  2088.8    2385   0.0
   56000  0.0014802  0.00000031  37.83  2983.8    3378   0.1
   56250  0.0019731  0.00000030  28.51  2249.2    2536   0.0
   56448  0.0015432  0.00000031  36.58  2886.8    3245   0.1
   56700  0.0017502  0.00000029  32.40  2557.8    2859   0.1
   57344  0.0011284  0.00000031  50.82  4016.6    4438   0.0
   57600  0.0012002  0.00000029  47.99  3794.7    4166   0.2
   57624  0.0015939  0.00000032  36.15  2858.7    3137   0.0
   58320  0.0021851  0.00000032  26.69  2112.8    2299   0.1
   58800  0.0016303  0.00000031  36.07  2857.2    3067   0.1
   59049  0.0034626  0.00000029  17.05  1351.4    1444   0.0
   59535  0.0032787  0.00000023  18.16  1440.1    1525   0.0
   60000  0.0013038  0.00000032  46.02  3652.3    3835   0.1
   60025  0.0034037  0.00000020  17.64  1399.7    1469   0.0
   60480  0.0015528  0.00000030  38.95  3093.4    3220   0.2
   60750  0.0017775  0.00000030  34.18  2715.5    2813   0.0
   61236  0.0018149  0.00000034  33.74  2682.8    2755   0.1
   61250  0.0021701  0.00000029  28.22  2244.1    2304   0.0
   61440  0.0015625  0.00000030  39.32  3127.4    3200   0.1
   61740  0.0016678  0.00000031  37.02  2945.6    2998   0.0
   62208  0.0017065  0.00000031  36.45  2902.6    2930   0.2
   62500  0.0019952  0.00000033  31.33  2495.3    2506   0.0
   62720  0.0016573  0.00000031  37.85  3015.6    3017   0.1
   63000  0.0019128  0.00000032  32.94  2625.5    2614   0.1
   63504  0.0018268  0.00000034  34.76  2773.1    2737   0.1
   64000  0.0013816  0.00000030  46.32  3697.9    3619   0.1
   64512  0.0015995  0.00000030  40.33  3222.1    3126   0.1
   64800  0.0016335  0.00000030  39.67  3170.4    3061   0.2
   64827  0.0039124  0.00000024  16.57  1324.3    1278   0.0
   65536  0.0012953  0.00000031  50.59  4047.5    3860   0.0
   65610  0.0025189  0.00000032  26.05  2084.0    1985   0.0
   65625  0.0037651  0.00000023  17.43  1394.6    1328   0.0
   65856  0.0016518  0.00000031  39.87  3190.9    3027   0.0
   66150  0.0024667  0.00000031  26.82  2147.2    2027   0.0
   67200  0.0019433  0.00000030  34.58  2772.7    2573   0.1
   67228  0.0016250  0.00000033  41.37  3317.4    3077   0.1
   67500  0.0021106  0.00000030  31.98  2565.3    2369   0.1
   68040  0.0020825  0.00000030  32.67  2622.7    2401   0.1
   68600  0.0021768  0.00000029  31.51  2531.6    2297   0.0
   69120  0.0020342  0.00000029  33.98  2731.4    2458   0.2
   69984  0.0027071  0.00000033  25.85  2080.4    1847   0.1
   70000  0.0024925  0.00000030  28.08  2260.1    2006   0.0
   70560  0.0023256  0.00000031  30.34  2443.4    2150   0.1
   70875  0.0035336  0.00000021  20.06  1615.9    1415   0.0
   71442  0.0024522  0.00000034  29.13  2348.9    2039   0.0
   71680  0.0018954  0.00000029  37.82  3049.9    2638   0.1
   72000  0.0020868  0.00000030  34.50  2783.6    2396   0.2
   72030  0.0019216  0.00000033  37.48  3024.3    2602   0.2
   72576  0.0022114  0.00000031  32.82  2649.7    2261   0.2
   72900  0.0022272  0.00000030  32.73  2643.7    2245   0.1
   73500  0.0023540  0.00000029  31.22  2523.7    2124   0.0
   73728  0.0015738  0.00000029  46.85  3787.5    3177   0.2
   74088  0.0023170  0.00000031  31.98  2586.4    2158   0.0
   75000  0.0023202  0.00000031  32.33  2617.5    2155   0.0
   75264  0.0021968  0.00000030  34.26  2775.0    2276   0.1
   75600  0.0022292  0.00000029  33.91  2748.1    2243   0.1
   76545  0.0042337  0.00000025  18.08  1466.6    1181   0.0
   76800  0.0021106  0.00000029  36.39  2952.7    2369   0.2
   76832  0.0026539  0.00000029  28.95  2349.2    1884   0.0
   77175  0.0043328  0.00000021  17.81  1446.0    1154   0.0
   77760  0.0024027  0.00000031  32.36  2629.0    2081   0.2
   78125  0.0046253  0.00000027  16.89  1372.7    1081   0.0
   78400  0.0023116  0.00000031  33.92  2757.1    2163   0.1
   78732  0.0025240  0.00000035  31.19  2536.8    1981   0.0
   78750  0.0030694  0.00000030  25.66  2086.5    1629   0.0
   79380  0.0021450  0.00000031  37.01  3011.7    2331   0.1
   80000  0.0019936  0.00000032  40.13  3268.0    2508   0.1
   80640  0.0019223  0.00000029  41.95  3418.7    2601   0.2
   81000  0.0021730  0.00000030  37.28  3039.1    2301   0.1
   81648  0.0026441  0.00000032  30.88  2519.3    1891   0.1
   81920  0.0022894  0.00000029  35.78  2920.2    2184   0.1
   82320  0.0048733  0.00000022  16.89  1379.1    1026   0.0
   82944  0.0023923  0.00000030  34.67  2832.6    2090   0.2
   83349  0.0046685  0.00000025  17.85  1459.2    1071   0.0
   84000  0.0028506  0.00000032  29.47  2410.1    1754   0.1
   84035  0.0051921  0.00000021  16.19  1323.8     963   0.1
   84375  0.0043860  0.00000022  19.24  1574.1    1140   0.0
   84672  0.0026302  0.00000032  32.19  2634.9    1901   0.1
   85050  0.0032031  0.00000031  26.55  2174.1    1561   0.1
   85750  0.0034435  0.00000029  24.90  2040.4    1452   0.0
   86016  0.0022831  0.00000030  37.68  3087.9    2190   0.1
   86400  0.0024402  0.00000029  35.41  2903.1    2049   0.3
   86436  0.0029189  0.00000033  29.61  2428.2    1713   0.0
   87480  0.0029019  0.00000031  30.15  2474.5    1723   0.1
   87500  0.0032154  0.00000032  27.21  2233.7    1555   0.0
   87808  0.0025602  0.00000031  34.30  2816.2    1953   0.0
   88200  0.0027563  0.00000030  32.00  2628.5    1814   0.1
   89600  0.0025934  0.00000030  34.55  2841.9    1928   0.1
   90000  0.0029053  0.00000030  30.98  2549.1    1721   0.1
   90720  0.0027624  0.00000032  32.84  2704.3    1810   0.2
   91125  0.0045086  0.00000021  20.21  1665.0    1109   0.0
   91854  0.0037037  0.00000035  24.80  2044.4    1350   0.0
   91875  0.0050352  0.00000022  18.25  1504.2     993   0.0
   92160  0.0019486  0.00000030  47.30  3900.0    2566   0.1
   92610  0.0034083  0.00000032  27.17  2241.5    1467   0.0
   93312  0.0025368  0.00000032  36.78  3036.4    1971   0.1
   93750  0.0034602  0.00000033  27.09  2237.5    1445   0.0
   94080  0.0027594  0.00000030  34.09  2816.5    1812   0.1
   94500  0.0030048  0.00000030  31.45  2599.0    1664   0.1
   95256  0.0031706  0.00000033  30.04  2484.5    1577   0.1
   96000  0.0027042  0.00000030  35.50  2937.8    1849   0.1
   96040  0.0025176  0.00000032  38.15  3156.9    1986   0.2
   96768  0.0029586  0.00000030  32.71  2708.6    1690   0.1
   97200  0.0025988  0.00000030  37.40  3098.6    1924   0.2
   98000  0.0035361  0.00000029  27.71  2297.6    1414   0.0
   98304  0.0021240  0.00000030  46.28  3837.9    2354   0.1
   98415  0.0058207  0.00000026  16.91  1402.2     859   0.0
   98784  0.0031387  0.00000032  31.47  2611.0    1593   0.1
   99225  0.0051975  0.00000022  19.09  1584.4     962   0.0
  100000  0.0031095  0.00000033  32.16  2670.8    1608   0.1
  100352  0.0026954  0.00000031  37.23  3092.9    1855   0.0
  100800  0.0029377  0.00000030  34.31  2851.5    1702   0.2
  100842  0.0028969  0.00000034  34.81  2893.1    1726   0.1
  101250  0.0036523  0.00000032  27.72  2304.8    1369   0.1
  102060  0.0033852  0.00000032  30.15  2508.2    1477   0.1
  102400  0.0022202  0.00000029  46.12  3838.2    2252   0.1
  102900  0.0033003  0.00000030  31.18  2595.8    1515   0.0
  103680  0.0031726  0.00000030  32.68  2722.5    1576   0.3
  104976  0.0036684  0.00000033  28.62  2386.6    1363   0.1
  105000  0.0032744  0.00000030  32.07  2674.4    1527   0.1
  105840  0.0033445  0.00000031  31.65  2641.1    1495   0.1
  107163  0.0064433  0.00000027  16.63  1389.5     776   0.0
  107520  0.0028539  0.00000030  37.68  3148.5    1752   0.1
  108000  0.0029815  0.00000031  36.22  3028.4    1677   0.3
  108045  0.0068681  0.00000023  15.73  1315.2     728   0.0
  108864  0.0035511  0.00000033  30.66  2564.7    1408   0.2
  109350  0.0040064  0.00000032  27.29  2284.3    1248   0.1
  109375  0.0065531  0.00000026  16.69  1396.9     763   0.0
  109760  0.0033670  0.00000031  32.60  2729.2    1485   0.0
  110250  0.0041528  0.00000031  26.55  2223.5    1204   0.1
  110592  0.0025214  0.00000029  43.86  3674.4    1983   0.2
  111132  0.0037764  0.00000033  29.43  2466.3    1324   0.1
  112000  0.0033422  0.00000031  33.51  2810.4    1496   0.1
  112500  0.0038880  0.00000033  28.93  2427.6    1286   0.1
  112896  0.0032701  0.00000031  34.52  2897.3    1529   0.1
  113400  0.0036179  0.00000030  31.34  2631.5    1382   0.2
  114688  0.0032489  0.00000031  35.30  2966.6    1539   0.1
  115200  0.0033852  0.00000030  34.03  2860.9    1477   0.3
  115248  0.0073855  0.00000024  15.60  1311.9     677   0.0
  116640  0.0037850  0.00000032  30.82  2593.5    1321   0.2
  117600  0.0041220  0.00000032  28.53  2402.7    1213   0.1
  117649  0.0077640  0.00000022  15.15  1276.2     644   0.0
  118098  0.0047755  0.00000036  24.73  2083.4    1047   0.0
  118125  0.0068120  0.00000021  17.34  1461.0     734   0.1
  119070  0.0044643  0.00000033  26.67  2248.6    1120   0.1
  120000  0.0035765  0.00000032  33.55  2830.6    1398   0.2
  120050  0.0051600  0.00000028  23.27  1962.8     969   0.0
  120960  0.0040420  0.00000030  29.93  2526.3    1237   0.2
  121500  0.0055371  0.00000030  21.94  1853.1     903   0.2
  122472  0.0036982  0.00000034  33.12  2798.7    1352   0.1
  122500  0.0046642  0.00000031  26.26  2219.6    1072   0.1
  122880  0.0034916  0.00000029  35.19  2975.0    1432   0.1
  123480  0.0040883  0.00000032  30.20  2554.3    1223   0.0
  124416  0.0037509  0.00000031  33.17  2806.9    1333   0.2
  125000  0.0046598  0.00000033  26.82  2270.9    1073   0.1
  125440  0.0038197  0.00000030  32.84  2781.0    1309   0.1
  126000  0.0040917  0.00000030  30.79  2608.8    1222   0.2
  127008  0.0047214  0.00000033  26.90  2280.4    1059   0.1
  127575  0.0069252  0.00000023  18.42  1562.3     722   0.1
  128000  0.0041017  0.00000031  31.21  2647.2    1219   0.1
  128625  0.0079618  0.00000021  16.16  1371.0     628   0.0
  129024  0.0038521  0.00000030  33.49  2843.2    1298   0.1
  129600  0.0038790  0.00000031  33.41  2837.2    1289   0.3
  129654  0.0048733  0.00000033  26.61  2259.3    1026   0.0
  131072  0.0036232  0.00000030  36.18  3074.9    1380   0.1
  131220  0.0046083  0.00000033  28.47  2420.6    1085   0.1
  131250  0.0055249  0.00000032  23.76  2019.5     905   0.1
  131712  0.0034247  0.00000031  38.46  3270.4    1460   0.1
  132300  0.0043215  0.00000031  30.61  2604.3    1157   0.1
  134400  0.0034176  0.00000030  39.33  3349.8    1463   0.2
  134456  0.0038551  0.00000034  34.88  2971.0    1297   0.1
  135000  0.0045413  0.00000031  29.73  2533.1    1101   0.2
  136080  0.0044366  0.00000031  30.67  2615.5    1127   0.2
  137200  0.0045126  0.00000030  30.40  2594.3    1108   0.1
  137781  0.0084459  0.00000029  16.31  1392.5     592   0.1
  138240  0.0035186  0.00000029  39.29  3354.6    1421   0.3
  138915  0.0086059  0.00000023  16.14  1378.8     581   0.0
  139968  0.0044563  0.00000034  31.41  2684.6    1122   0.2
  140000  0.0045496  0.00000032  30.77  2630.2    1099   0.1
  140625  0.0077640  0.00000024  18.11  1548.8     644   0.1
  141120  0.0036525  0.00000031  38.64  3304.7    1370   0.1
  141750  0.0051440  0.00000032  27.56  2357.8     972   0.1
  142884  0.0050865  0.00000035  28.09  2405.2     983   0.1
  143360  0.0035088  0.00000030  40.86  3499.3    1425   0.1
  144000  0.0037258  0.00000031  38.65  3311.4    1342   0.2
  144060  0.0040617  0.00000033  35.47  3038.9    1231   0.4
  145152  0.0038850  0.00000032  37.36  3203.3    1287   0.2
  145800  0.0047574  0.00000030  30.65  2628.6    1051   0.2
  147000  0.0054466  0.00000030  26.99  2316.4     918   0.1
  147456  0.0034200  0.00000030  43.12  3701.5    1462   0.2
  148176  0.0046729  0.00000032  31.71  2723.4    1070   0.0
  150000  0.0055804  0.00000031  26.88  2311.0     896   0.1
  150528  0.0038314  0.00000031  39.29  3378.7    1305   0.1
  151200  0.0046339  0.00000032  32.63  2807.1    1079   0.2
  151263  0.0100558  0.00000024  15.04  1294.1     498   0.1
  151875  0.0080128  0.00000021  18.95  1631.2     624   0.1
  153090  0.0069541  0.00000032  22.01  1895.9     719   0.1
  153125  0.0095057  0.00000023  16.11  1387.3     526   0.1
  153600  0.0036258  0.00000030  42.36  3649.3    1379   0.2
  153664  0.0044484  0.00000032  34.54  2975.8    1124   0.0
  154350  0.0060241  0.00000031  25.62  2208.1     830   0.0
  155520  0.0042845  0.00000031  36.30  3130.1    1167   0.2
  156250  0.0060606  0.00000035  25.78  2224.1     825   0.0
  156800  0.0041391  0.00000031  37.88  3269.0    1208   0.1
  157464  0.0065445  0.00000034  24.06  2077.0     764   0.1
  157500  0.0051600  0.00000030  30.52  2634.9     969   0.1
  158760  0.0065274  0.00000031  24.32  2101.0     766   0.1
  160000  0.0042808  0.00000032  37.38  3230.7    1168   0.1
  161280  0.0039185  0.00000030  41.16  3560.1    1276   0.2
  162000  0.0059453  0.00000029  27.25  2357.8     841   0.2
  163296  0.0059382  0.00000035  27.50  2381.0     842   0.1
  163840  0.0039809  0.00000030  41.16  3564.6    1256   0.1
  164025  0.0098039  0.00000025  16.73  1449.2     510   0.1
  164640  0.0051230  0.00000032  32.14  2784.6     976   0.0
  165375  0.0094877  0.00000022  17.43  1510.8     527   0.1
  165888  0.0041597  0.00000030  39.88  3457.5    1202   0.2
  166698  0.0075075  0.00000033  22.20  1925.9     666   0.0
  168000  0.0044444  0.00000032  37.80  3280.7    1125   0.2
  168070  0.0058343  0.00000033  28.81  2500.3     857   0.1
  168750  0.0067024  0.00000031  25.18  2186.0     746   0.1
  169344  0.0046041  0.00000032  36.78  3194.4    1086   0.1
  170100  0.0068399  0.00000032  24.87  2160.6     731   0.1
  171500  0.0065445  0.00000031  26.21  2278.3     764   0.1
  172032  0.0041771  0.00000031  41.18  3581.5    1197   0.1
  172800  0.0045496  0.00000030  37.98  3304.1    1099   0.2
  172872  0.0064020  0.00000030  27.00  2349.1     781   0.0
  174960  0.0057737  0.00000031  30.30  2638.9     866   0.1
  175000  0.0057604  0.00000032  30.38  2645.6     868   0.1
  175616  0.0044053  0.00000032  39.86  3472.6    1135   0.1
  176400  0.0066667  0.00000030  26.46  2305.8     750   0.1
  177147  0.0136612  0.00000031  12.97  1130.4     366   0.1
  178605  0.0109649  0.00000024  16.29  1420.9     456   0.1
  179200  0.0046904  0.00000030  38.21  3333.7    1066   0.2
  180000  0.0055494  0.00000033  32.44  2831.3     901   0.2
  180075  0.0120380  0.00000022  14.96  1305.8     416   0.1
  181440  0.0050659  0.00000032  35.82  3128.4     987   0.2
  182250  0.0081699  0.00000031  22.31  1949.2     612   0.1
  183708  0.0076103  0.00000035  24.14  2110.6     657   0.1
  183750  0.0076805  0.00000032  23.92  2091.9     651   0.1
  184320  0.0043554  0.00000030  42.32  3701.3    1148   0.3
  185220  0.0113895  0.00000022  16.26  1422.9     439   0.1
  186624  0.0053135  0.00000033  35.12  3074.9     941   0.2
  187500  0.0072359  0.00000033  25.91  2269.5     691   0.1
  188160  0.0050454  0.00000031  37.29  3267.2     991   0.1
  189000  0.0071023  0.00000030  26.61  2332.2     704   0.1
  190512  0.0074627  0.00000033  25.53  2238.8     670   0.1
  192000  0.0047985  0.00000031  40.01  3511.3    1042   0.2
  192080  0.0129534  0.00000023  14.83  1301.3     386   0.1
  193536  0.0050352  0.00000031  38.44  3375.1     993   0.2
  194400  0.0062657  0.00000032  31.03  2725.4     798   0.2
  194481  0.0127877  0.00000026  15.21  1336.0     391   0.1
  196000  0.0068399  0.00000031  28.66  2518.9     731   0.1
  196608  0.0049407  0.00000031  39.79  3498.8    1012   0.1
  196830  0.0091743  0.00000033  21.45  1886.6     545   0.1
  196875  0.0119048  0.00000023  16.54  1454.2     420   0.1
  197568  0.0055804  0.00000033  35.40  3114.2     896   0.1
  198450  0.0089928  0.00000032  22.07  1941.8     556   0.1
  200000  0.0058411  0.00000035  34.24  3014.8     856   0.1
  200704  0.0052301  0.00000032  38.37  3379.8     956   0.1
  201600  0.0054645  0.00000031  36.89  3250.5     915   0.3
  201684  0.0061728  0.00000035  32.67  2878.8     810   0.2
  202500  0.0066756  0.00000030  30.33  2673.6     749   0.1
  204120  0.0092593  0.00000032  22.04  1944.3     540   0.1
  204800  0.0053248  0.00000030  38.46  3393.0     939   0.2
  205800  0.0078864  0.00000030  26.10  2303.0     634   0.1
  207360  0.0052521  0.00000030  39.48  3486.6     952   0.3
  209952  0.0082031  0.00000035  25.59  2262.5     610   0.1
  210000  0.0078493  0.00000031  26.75  2365.1     637   0.1
  211680  0.0069156  0.00000033  30.61  2707.6     723   0.1
  212625  0.0130752  0.00000022  16.26  1439.0     383   0.1
  214326  0.0100000  0.00000034  21.43  1897.8     500   0.1
  214375  0.0147059  0.00000022  14.58  1290.8     340   0.1
  215040  0.0056117  0.00000030  38.32  3394.1     891   0.2
  216000  0.0055804  0.00000031  38.71  3429.6     896   0.2
  216090  0.0077760  0.00000035  27.79  2462.3     643   0.4
  217728  0.0063857  0.00000034  34.10  3023.0     783   0.2
  218700  0.0094340  0.00000033  23.18  2056.1     530   0.1
  218750  0.0095602  0.00000033  22.88  2029.4     523   0.1
  219520  0.0060753  0.00000032  36.13  3205.7     823   0.1
  220500  0.0083612  0.00000030  26.37  2340.6     598   0.1
  221184  0.0055804  0.00000030  39.64  3518.7     896   0.2
  222264  0.0097466  0.00000033  22.80  2025.2     513   0.1
  224000  0.0061652  0.00000032  36.33  3228.7     811   0.2
  225000  0.0086059  0.00000032  26.15  2324.2     581   0.1
  225792  0.0060386  0.00000032  37.39  3324.9     828   0.2
  226800  0.0073314  0.00000030  30.94  2751.9     682   0.2
  229376  0.0055556  0.00000032  41.29  3676.1     900   0.1
  229635  0.0140449  0.00000026  16.35  1455.9     356   0.1
  230400  0.0059737  0.00000030  38.57  3435.3     837   0.3
  230496  0.0076687  0.00000033  30.06  2677.2     652   0.1
  231525  0.0155763  0.00000023  14.86  1324.4     321   0.1
  233280  0.0070621  0.00000033  33.03  2945.1     708   0.2
  234375  0.0140275  0.00000027  16.71  1490.2     357   0.1
  235200  0.0062972  0.00000032  37.35  3332.3     794   0.1
  235298  0.0088810  0.00000034  26.49  2363.9     563   0.1
  236196  0.0102459  0.00000036  23.05  2057.4     488   0.1
  236250  0.0098232  0.00000032  24.05  2146.5     509   0.1
  238140  0.0109890  0.00000032  21.67  1935.4     455   0.1
  240000  0.0066050  0.00000032  36.34  3247.1     757   0.2
  240100  0.0097656  0.00000031  24.59  2197.2     512   0.1
